tank_id	time	pH	temp	quantity_liters
78	2025-01-08 06:00:00	3.6	23.21	
46	2025-01-09 16:00:00	3.12	26.52	661
55	2025-01-02 22:00:00	3.55	25.17	
89	2025-01-09 00:00:00	3.72	25.84	
87	2025-01-03 07:00:00	3.7	27.24	766
65	2025-01-05 01:00:00	3.64	25.24	241
88	2025-01-03 04:00:00	3.95	27.57	943
30	2025-01-04 15:00:00	3.71	24.9	507
43	2025-01-10 08:00:00	3.87	25.78	545
88	2025-01-04 02:00:00	3.18	26.78	893
82	2025-01-04 18:00:00	3.6	22.32	770
43	2025-01-10 03:00:00	3.83	26.83	809
97	2025-01-08 02:00:00	3.18	26.83	321
55	2025-01-07 08:00:00	3.79	26.28	864
17	2025-01-06 16:00:00	3.54	27.43	372
49	2025-01-10 14:00:00	3.0	24.62	
48	2025-01-05 15:00:00	3.41	22.1	463
64	2025-01-08 02:00:00	3.09	26.3	331
78	2025-01-01 06:00:00	3.51	26.75	419
68	2025-01-01 21:00:00	3.07	27.64	735
80	2025-01-09 06:00:00	3.89	27.29	305
55	2025-01-01 07:00:00	3.34	27.56	
57	2025-01-10 13:00:00	3.04	25.98	454
12	2025-01-05 15:00:00	3.6	26.18	344
67	2025-01-09 15:00:00	3.89	24.75	280
5	2025-01-01 03:00:00	3.39	22.56	
7	2025-01-04 16:00:00	3.2	24.35	639
6	2025-01-02 09:00:00	3.71	27.44	616
76	2025-01-08 18:00:00	3.85	25.55	825
21	2025-01-04 00:00:00	3.41	23.22	303
9	2025-01-02 20:00:00	3.8	22.82	
8	2025-01-09 05:00:00	3.48	27.22	806
23	2025-01-11 22:00:00	3.99	22.55	410
15	2025-01-08 12:00:00	3.49	27.44	858
36	2025-01-05 15:00:00	3.0	22.86	276
57	2025-01-09 11:00:00	3.24	22.73	719
6	2025-01-07 07:00:00	3.89	24.74	880
23	2025-01-09 10:00:00	3.09	26.08	300
92	2025-01-05 10:00:00	3.36	25.07	616
98	2025-01-04 10:00:00	3.73	22.92	634
74	2025-01-06 08:00:00	3.49	22.51	397
10	2025-01-08 19:00:00	3.72	22.58	
44	2025-01-03 14:00:00	4.0	22.92	915
52	2025-01-07 08:00:00	3.61	23.35	
60	2025-01-08 22:00:00	3.53	25.3	876
88	2025-01-07 05:00:00	3.46	23.74	988
82	2025-01-01 20:00:00	3.23	24.06	602
59	2025-01-01 14:00:00	3.31	25.04	412
29	2025-01-05 00:00:00	3.14	23.29	689
35	2025-01-07 09:00:00	3.07	24.29	382
81	2025-01-08 09:00:00	3.44	25.49	792
15	2025-01-03 11:00:00	3.66	26.44	771
64	2025-01-01 16:00:00	3.23	27.51	250
4	2025-01-10 00:00:00	3.2	26.63	372
81	2025-01-01 19:00:00	3.92	27.03	
71	2025-01-05 19:00:00	3.64	25.36	235
21	2025-01-03 00:00:00	3.61	24.9	902
74	2025-01-01 09:00:00	3.31	24.9	507
11	2025-01-09 14:00:00	3.93	24.84	894
89	2025-01-11 15:00:00	3.18	23.29	536
57	2025-01-07 17:00:00	3.75	22.74	851
28	2025-01-03 16:00:00	3.83	24.04	376
87	2025-01-10 15:00:00	3.76	24.11	552
22	2025-01-04 14:00:00	3.42	26.76	640
20	2025-01-03 17:00:00	3.31	26.16	874
43	2025-01-07 23:00:00	3.15	25.52	
98	2025-01-04 09:00:00	3.46	26.38	434
94	2025-01-08 07:00:00	3.6	27.92	224
78	2025-01-11 00:00:00	3.68	22.97	
100	2025-01-11 00:00:00	3.01	26.64	934
3	2025-01-01 08:00:00	3.48	23.93	816
71	2025-01-11 19:00:00	3.86	24.65	239
32	2025-01-03 07:00:00	3.85	22.94	348
55	2025-01-09 22:00:00	3.9	26.97	747
32	2025-01-03 14:00:00	3.39	26.08	
44	2025-01-01 21:00:00	3.11	25.92	822
56	2025-01-08 06:00:00	3.92	24.68	539
15	2025-01-06 23:00:00	3.08	25.52	835
70	2025-01-04 09:00:00	3.57	27.35	929
26	2025-01-11 15:00:00	3.9	26.73	608
25	2025-01-11 17:00:00	3.27	22.91	931
85	2025-01-03 23:00:00	3.28	26.67	302
39	2025-01-04 06:00:00	3.21	24.82	558
42	2025-01-01 20:00:00	3.71	23.36	788
80	2025-01-02 04:00:00	3.76	24.72	838
58	2025-01-09 07:00:00	3.38	22.87	900
89	2025-01-02 13:00:00	3.04	24.36	223
23	2025-01-09 08:00:00	3.36	27.27	246
18	2025-01-10 02:00:00	3.62	25.7	495
71	2025-01-10 09:00:00	3.23	23.94	681
97	2025-01-07 03:00:00	3.35	26.68	817
20	2025-01-04 14:00:00	3.95	25.24	548
17	2025-01-11 19:00:00	3.9	22.01	688
35	2025-01-06 14:00:00	3.05	26.63	697
80	2025-01-11 10:00:00	3.61	25.42	356
46	2025-01-05 22:00:00	3.47	26.56	
21	2025-01-11 10:00:00	3.37	25.25	666
23	2025-01-07 18:00:00	3.85	22.54	555
28	2025-01-04 03:00:00	3.62	26.83	311
21	2025-01-02 22:00:00	3.71	22.7	216
51	2025-01-09 01:00:00	3.25	24.53	997
26	2025-01-08 00:00:00	3.77	27.92	408
46	2025-01-04 16:00:00	3.78	27.51	301
39	2025-01-03 01:00:00	3.72	27.9	766
26	2025-01-01 13:00:00	3.61	25.91	352
26	2025-01-01 22:00:00	3.17	26.25	488
56	2025-01-06 00:00:00	3.79	26.21	941
21	2025-01-10 14:00:00	3.69	23.13	
40	2025-01-07 10:00:00	3.63	24.35	779
50	2025-01-01 13:00:00	3.61	22.42	
20	2025-01-05 16:00:00	3.45	25.26	400
26	2025-01-02 02:00:00	3.48	25.17	784
51	2025-01-05 19:00:00	3.51	24.88	340
48	2025-01-05 19:00:00	3.2	23.55	555
59	2025-01-11 14:00:00	3.14	26.93	
5	2025-01-05 12:00:00	3.72	27.84	261
86	2025-01-03 11:00:00	3.35	27.23	701
42	2025-01-09 05:00:00	3.3	27.67	272
97	2025-01-01 20:00:00	3.41	25.69	543
43	2025-01-10 08:00:00	4.0	27.04	920
6	2025-01-07 22:00:00	3.68	24.21	
88	2025-01-04 23:00:00	3.96	25.83	472
86	2025-01-02 21:00:00	3.01	23.3	522
12	2025-01-06 01:00:00	3.78	25.42	815
10	2025-01-09 18:00:00	3.16	22.05	739
14	2025-01-03 16:00:00	3.73	26.79	236
56	2025-01-03 17:00:00	3.53	24.23	469
92	2025-01-02 23:00:00	3.05	22.19	977
97	2025-01-03 08:00:00	3.13	26.44	746
8	2025-01-02 07:00:00	3.53	24.4	863
67	2025-01-06 08:00:00	3.72	22.56	821
18	2025-01-10 06:00:00	3.11	23.88	307
85	2025-01-05 12:00:00	3.68	26.3	557
30	2025-01-03 10:00:00	3.56	23.16	
81	2025-01-11 10:00:00	3.82	23.76	900
78	2025-01-08 22:00:00	3.58	24.6	892
46	2025-01-06 03:00:00	3.48	24.27	
63	2025-01-01 23:00:00	3.5	26.54	
89	2025-01-04 05:00:00	3.7	23.41	339
50	2025-01-08 05:00:00	3.5	26.21	307
40	2025-01-05 05:00:00	3.05	23.51	603
45	2025-01-07 18:00:00	3.9	25.62	583
47	2025-01-03 01:00:00	3.71	22.28	976
64	2025-01-11 16:00:00	3.57	25.29	267
95	2025-01-07 23:00:00	3.37	25.08	502
32	2025-01-02 20:00:00	3.57	25.19	276
37	2025-01-08 06:00:00	3.74	26.35	
18	2025-01-10 09:00:00	3.1	24.07	556
83	2025-01-09 18:00:00	3.07	25.3	974
67	2025-01-08 10:00:00	3.35	25.77	454
69	2025-01-08 05:00:00	3.86	26.08	538
80	2025-01-10 11:00:00	3.63	24.89	909
22	2025-01-09 00:00:00	3.71	23.35	961
79	2025-01-04 15:00:00	3.1	25.43	368
1	2025-01-09 15:00:00	3.93	23.42	542
96	2025-01-02 00:00:00	3.05	26.71	828
18	2025-01-11 07:00:00	3.2	25.99	228
95	2025-01-11 11:00:00	3.6	22.69	608
13	2025-01-04 19:00:00	3.11	23.84	984
97	2025-01-10 21:00:00	3.77	22.04	787
77	2025-01-05 06:00:00	3.06	23.03	878
64	2025-01-03 02:00:00	3.58	26.39	528
95	2025-01-04 01:00:00	3.19	24.78	
32	2025-01-04 18:00:00	3.62	24.93	
10	2025-01-04 20:00:00	3.92	25.01	823
36	2025-01-06 16:00:00	3.46	22.51	581
26	2025-01-04 15:00:00	3.05	25.42	
100	2025-01-02 15:00:00	3.8	23.83	492
100	2025-01-04 16:00:00	3.82	22.14	609
55	2025-01-04 07:00:00	3.94	24.84	
92	2025-01-05 08:00:00	3.02	27.16	472
51	2025-01-11 14:00:00	3.23	26.01	547
93	2025-01-10 04:00:00	3.86	26.26	311
72	2025-01-07 02:00:00	3.17	23.98	310
69	2025-01-01 06:00:00	3.58	24.94	1000
55	2025-01-10 23:00:00	3.04	26.05	997
39	2025-01-11 07:00:00	3.69	23.6	872
60	2025-01-06 04:00:00	3.2	26.98	576
67	2025-01-11 02:00:00	3.72	26.37	914
53	2025-01-09 10:00:00	3.02	26.71	717
75	2025-01-08 10:00:00	3.0	23.94	
84	2025-01-11 06:00:00	3.94	25.0	797
11	2025-01-01 12:00:00	3.33	24.34	735
43	2025-01-08 13:00:00	3.53	25.68	379
39	2025-01-02 10:00:00	3.42	25.05	478
15	2025-01-07 20:00:00	3.56	22.23	733
86	2025-01-01 07:00:00	3.47	25.04	347
65	2025-01-01 08:00:00	3.45	25.24	920
46	2025-01-02 04:00:00	3.99	23.5	564
16	2025-01-10 02:00:00	3.35	24.57	384
86	2025-01-01 15:00:00	3.29	23.94	485
31	2025-01-05 21:00:00	3.17	24.7	481
88	2025-01-01 02:00:00	3.6	26.87	963
4	2025-01-06 05:00:00	3.92	27.46	966
79	2025-01-09 21:00:00	3.59	26.87	226
44	2025-01-04 21:00:00	3.04	26.16	493
83	2025-01-11 08:00:00	3.91	25.0	640
4	2025-01-08 10:00:00	3.14	24.0	967
14	2025-01-01 04:00:00	3.53	24.97	697
26	2025-01-10 17:00:00	3.78	27.21	965
72	2025-01-07 19:00:00	3.96	22.19	546
27	2025-01-06 03:00:00	3.02	23.32	366
66	2025-01-08 23:00:00	3.27	26.21	806
30	2025-01-10 16:00:00	3.93	22.68	403
51	2025-01-07 14:00:00	3.67	22.14	819
56	2025-01-10 10:00:00	3.98	26.38	292
45	2025-01-05 17:00:00	3.2	25.3	
80	2025-01-06 22:00:00	3.74	24.34	398
20	2025-01-10 05:00:00	3.63	23.1	871
30	2025-01-02 22:00:00	3.76	27.23	320
53	2025-01-03 21:00:00	3.98	23.99	260
68	2025-01-10 15:00:00	3.79	22.8	804
16	2025-01-07 07:00:00	4.0	24.48	614
30	2025-01-11 14:00:00	3.28	26.78	700
52	2025-01-11 19:00:00	3.38	25.13	889
21	2025-01-05 19:00:00	3.07	24.98	317
38	2025-01-06 07:00:00	3.45	22.68	713
22	2025-01-05 11:00:00	3.86	27.59	899
41	2025-01-05 06:00:00	3.71	24.73	880
92	2025-01-08 08:00:00	3.49	25.06	471
79	2025-01-08 09:00:00	3.38	25.18	500
60	2025-01-09 20:00:00	3.46	27.71	617
95	2025-01-09 16:00:00	3.03	22.32	752
38	2025-01-04 08:00:00	3.85	22.25	359
97	2025-01-04 14:00:00	3.15	25.04	775
62	2025-01-10 04:00:00	3.69	27.89	358
84	2025-01-10 07:00:00	3.61	27.78	643
23	2025-01-01 09:00:00	3.49	26.59	
46	2025-01-11 18:00:00	3.97	23.53	225
94	2025-01-09 14:00:00	3.18	23.85	550
62	2025-01-07 18:00:00	3.7	23.76	843
28	2025-01-07 06:00:00	3.53	27.45	331
76	2025-01-07 00:00:00	3.48	23.88	371
78	2025-01-08 13:00:00	3.58	27.02	686
11	2025-01-01 04:00:00	3.26	25.78	874
47	2025-01-03 00:00:00	3.11	23.72	875
76	2025-01-10 00:00:00	3.8	22.28	871
26	2025-01-08 02:00:00	3.08	23.41	885
36	2025-01-10 08:00:00	3.86	26.69	404
46	2025-01-07 11:00:00	3.28	25.48	903
5	2025-01-08 04:00:00	3.12	22.75	769
74	2025-01-02 18:00:00	3.35	25.48	845
11	2025-01-07 11:00:00	3.61	27.53	
53	2025-01-11 19:00:00	3.56	25.91	
56	2025-01-01 12:00:00	3.06	24.21	806
75	2025-01-05 23:00:00	3.98	26.01	463
99	2025-01-07 16:00:00	3.85	25.54	316
44	2025-01-09 07:00:00	3.51	23.68	846
70	2025-01-10 11:00:00	3.35	26.68	589
76	2025-01-09 00:00:00	3.28	22.06	354
37	2025-01-04 12:00:00	3.16	23.5	
37	2025-01-01 15:00:00	3.11	22.16	701
4	2025-01-08 18:00:00	3.21	22.44	998
94	2025-01-04 09:00:00	3.18	25.14	895
35	2025-01-11 19:00:00	3.84	27.51	730
24	2025-01-03 02:00:00	3.33	22.97	346
66	2025-01-05 00:00:00	3.35	26.47	266
53	2025-01-01 02:00:00	3.07	23.8	373
47	2025-01-09 19:00:00	3.78	27.03	584
13	2025-01-07 05:00:00	3.15	25.66	683
94	2025-01-02 10:00:00	3.29	25.66	388
6	2025-01-07 22:00:00	3.04	25.28	250
49	2025-01-10 05:00:00	3.93	24.78	328
56	2025-01-09 18:00:00	3.81	24.66	321
39	2025-01-01 19:00:00	3.04	23.79	396
96	2025-01-01 13:00:00	3.32	26.01	446
90	2025-01-03 06:00:00	3.0	25.78	
38	2025-01-11 08:00:00	3.03	26.76	668
100	2025-01-05 20:00:00	3.29	26.08	232
16	2025-01-04 15:00:00	3.29	25.65	322
99	2025-01-11 09:00:00	3.43	23.13	
37	2025-01-09 04:00:00	3.36	23.7	852
32	2025-01-05 06:00:00	3.5	27.86	969
70	2025-01-06 22:00:00	3.46	22.81	302
93	2025-01-03 18:00:00	3.33	25.94	704
14	2025-01-07 11:00:00	3.91	26.78	
32	2025-01-11 01:00:00	3.21	25.93	
86	2025-01-09 20:00:00	3.79	24.48	906
92	2025-01-10 20:00:00	3.89	23.94	715
36	2025-01-04 11:00:00	3.56	26.89	753
17	2025-01-04 01:00:00	3.45	26.71	712
98	2025-01-10 23:00:00	3.15	23.56	304
73	2025-01-03 09:00:00	3.08	22.68	837
80	2025-01-03 03:00:00	3.92	22.96	308
35	2025-01-03 03:00:00	3.77	25.72	505
14	2025-01-09 18:00:00	3.63	26.77	551
33	2025-01-05 23:00:00	3.84	26.84	202
47	2025-01-03 23:00:00	3.89	27.59	368
46	2025-01-05 18:00:00	3.72	27.41	
27	2025-01-10 10:00:00	3.08	23.52	900
87	2025-01-04 21:00:00	3.38	25.56	273
38	2025-01-08 18:00:00	3.19	25.96	804
33	2025-01-04 07:00:00	3.19	26.33	
6	2025-01-11 04:00:00	3.31	24.14	817
76	2025-01-11 00:00:00	3.77	23.15	731
36	2025-01-08 06:00:00	3.61	27.38	683
2	2025-01-10 14:00:00	3.82	24.05	250
99	2025-01-10 01:00:00	3.22	27.63	454
41	2025-01-08 12:00:00	3.67	24.79	307
21	2025-01-05 15:00:00	3.63	24.38	824
74	2025-01-07 10:00:00	3.68	23.33	338
81	2025-01-05 02:00:00	3.53	27.75	504
12	2025-01-03 02:00:00	3.05	23.83	393
75	2025-01-04 10:00:00	3.11	24.41	762
14	2025-01-05 01:00:00	3.22	24.95	505
67	2025-01-10 21:00:00	3.75	26.97	542
81	2025-01-02 15:00:00	3.16	24.73	224
77	2025-01-06 16:00:00	3.91	22.36	315
51	2025-01-01 03:00:00	3.92	27.23	259
19	2025-01-11 06:00:00	3.45	22.59	489
28	2025-01-04 13:00:00	3.28	23.85	
58	2025-01-03 14:00:00	3.34	23.5	718
66	2025-01-10 16:00:00	3.83	23.48	498
8	2025-01-05 21:00:00	3.34	22.45	542
93	2025-01-01 13:00:00	3.42	27.34	
51	2025-01-10 16:00:00	3.13	26.64	
85	2025-01-05 13:00:00	3.94	25.17	772
57	2025-01-06 10:00:00	3.66	22.92	611
60	2025-01-07 21:00:00	3.96	23.32	
28	2025-01-04 14:00:00	3.83	23.47	241
78	2025-01-01 07:00:00	3.57	24.57	978
80	2025-01-07 21:00:00	3.77	23.96	213
98	2025-01-10 22:00:00	3.54	22.69	508
84	2025-01-04 07:00:00	3.34	26.37	347
91	2025-01-07 16:00:00	3.06	23.89	912
86	2025-01-07 05:00:00	3.37	26.4	
82	2025-01-03 23:00:00	3.11	24.95	427
50	2025-01-05 07:00:00	3.74	26.11	
95	2025-01-07 10:00:00	3.41	23.82	717
33	2025-01-07 15:00:00	3.4	26.39	428
42	2025-01-08 11:00:00	3.42	27.37	841
85	2025-01-01 05:00:00	3.41	26.2	539
22	2025-01-11 17:00:00	3.79	23.8	735
30	2025-01-11 20:00:00	3.96	22.68	488
83	2025-01-08 00:00:00	3.24	22.42	400
6	2025-01-03 11:00:00	3.74	27.11	201
66	2025-01-09 00:00:00	3.33	24.38	581
45	2025-01-04 03:00:00	3.51	27.57	
68	2025-01-11 06:00:00	3.08	25.02	925
15	2025-01-03 20:00:00	3.07	23.82	871
16	2025-01-03 17:00:00	3.65	27.44	648
63	2025-01-04 23:00:00	3.75	24.05	
72	2025-01-03 21:00:00	3.39	24.7	472
57	2025-01-04 02:00:00	3.65	23.62	550
44	2025-01-10 23:00:00	3.21	26.27	986
36	2025-01-11 22:00:00	3.65	27.94	
34	2025-01-11 10:00:00	3.52	22.21	258
87	2025-01-10 06:00:00	3.9	24.96	
57	2025-01-08 03:00:00	3.02	22.27	202
99	2025-01-02 06:00:00	3.41	27.03	356
56	2025-01-08 04:00:00	3.93	25.02	699
87	2025-01-06 14:00:00	3.69	26.72	572
46	2025-01-08 02:00:00	3.43	24.37	784
54	2025-01-08 11:00:00	3.07	26.51	509
29	2025-01-11 21:00:00	3.87	27.12	862
97	2025-01-02 18:00:00	3.65	27.96	257
93	2025-01-01 17:00:00	3.72	27.31	643
41	2025-01-04 02:00:00	3.03	22.15	364
64	2025-01-11 08:00:00	3.58	25.13	
64	2025-01-08 17:00:00	3.08	23.06	497
83	2025-01-09 10:00:00	3.31	23.98	306
37	2025-01-01 20:00:00	3.21	22.76	934
65	2025-01-04 04:00:00	3.04	23.54	508
37	2025-01-02 02:00:00	3.35	22.68	390
72	2025-01-02 20:00:00	3.19	26.5	476
67	2025-01-03 12:00:00	3.13	25.69	266
23	2025-01-07 15:00:00	3.32	24.43	483
29	2025-01-05 16:00:00	3.97	23.67	230
90	2025-01-05 11:00:00	3.77	27.53	205
4	2025-01-08 09:00:00	3.06	23.0	772
50	2025-01-05 21:00:00	3.42	26.8	959
57	2025-01-06 19:00:00	3.16	25.15	411
100	2025-01-02 07:00:00	3.91	26.1	885
89	2025-01-01 01:00:00	3.61	23.67	280
88	2025-01-01 15:00:00	3.82	25.6	262
38	2025-01-05 03:00:00	3.41	24.95	668
26	2025-01-04 23:00:00	3.47	22.63	571
64	2025-01-06 18:00:00	3.66	27.96	
44	2025-01-11 15:00:00	3.08	25.76	885
97	2025-01-09 05:00:00	3.66	22.91	337
70	2025-01-11 00:00:00	3.58	27.45	748
32	2025-01-02 07:00:00	3.77	27.87	684
67	2025-01-04 13:00:00	3.59	25.37	694
81	2025-01-05 19:00:00	3.49	22.85	452
96	2025-01-06 03:00:00	3.43	22.96	453
18	2025-01-01 00:00:00	3.47	25.34	
52	2025-01-05 19:00:00	3.23	23.04	316
17	2025-01-09 19:00:00	3.71	22.83	865
23	2025-01-06 02:00:00	3.79	23.06	869
86	2025-01-04 21:00:00	3.3	27.52	838
18	2025-01-10 18:00:00	3.68	23.97	960
96	2025-01-03 14:00:00	3.85	23.65	577
59	2025-01-06 22:00:00	3.83	22.73	247
10	2025-01-08 13:00:00	3.26	24.46	672
49	2025-01-07 15:00:00	3.1	26.02	861
93	2025-01-04 10:00:00	3.08	24.37	979
16	2025-01-06 05:00:00	3.14	22.02	330
79	2025-01-04 07:00:00	3.75	22.28	542
13	2025-01-04 04:00:00	3.44	22.89	998
7	2025-01-11 14:00:00	3.73	23.13	
83	2025-01-06 19:00:00	3.67	26.14	
28	2025-01-11 14:00:00	3.35	24.11	449
7	2025-01-03 00:00:00	3.98	22.18	
35	2025-01-05 05:00:00	3.16	26.63	937
94	2025-01-02 00:00:00	3.99	26.59	686
43	2025-01-02 09:00:00	3.84	23.03	712
13	2025-01-11 04:00:00	3.58	23.21	613
32	2025-01-08 12:00:00	3.17	25.4	701
27	2025-01-06 11:00:00	3.24	22.34	873
85	2025-01-07 01:00:00	3.53	23.17	453
77	2025-01-01 15:00:00	3.05	24.01	909
53	2025-01-07 04:00:00	3.38	25.05	240
16	2025-01-03 09:00:00	4.0	26.46	819
24	2025-01-08 04:00:00	3.26	22.84	
94	2025-01-05 22:00:00	3.22	22.98	761
54	2025-01-03 11:00:00	3.06	27.16	841
4	2025-01-09 22:00:00	3.74	24.84	
96	2025-01-06 01:00:00	3.74	22.53	280
23	2025-01-07 11:00:00	3.92	22.48	776
21	2025-01-02 14:00:00	3.41	27.79	815
72	2025-01-01 20:00:00	3.76	26.9	428
96	2025-01-01 22:00:00	3.94	27.91	664
79	2025-01-06 17:00:00	3.64	23.65	
16	2025-01-01 01:00:00	3.3	25.08	
52	2025-01-02 00:00:00	3.98	26.25	
61	2025-01-03 10:00:00	3.64	26.23	800
87	2025-01-10 00:00:00	3.41	22.92	898
79	2025-01-10 23:00:00	3.03	22.29	791
35	2025-01-05 20:00:00	3.4	22.9	491
84	2025-01-07 10:00:00	3.25	22.94	881
68	2025-01-08 05:00:00	3.09	25.98	554
63	2025-01-02 20:00:00	3.58	23.54	262
74	2025-01-05 06:00:00	3.28	22.27	
44	2025-01-05 22:00:00	3.15	27.18	820
61	2025-01-08 08:00:00	3.77	26.58	983
70	2025-01-09 13:00:00	3.78	22.51	
27	2025-01-02 13:00:00	3.33	25.16	413
12	2025-01-03 02:00:00	3.27	26.05	837
74	2025-01-01 07:00:00	3.08	24.69	
35	2025-01-07 04:00:00	3.95	25.23	903
34	2025-01-06 11:00:00	3.45	26.5	640
29	2025-01-02 05:00:00	3.97	23.36	610
33	2025-01-03 03:00:00	3.72	23.82	990
29	2025-01-05 21:00:00	3.28	24.51	611
54	2025-01-10 10:00:00	3.12	25.3	907
68	2025-01-03 14:00:00	3.14	22.55	
68	2025-01-07 12:00:00	3.04	23.15	
81	2025-01-01 21:00:00	3.87	23.1	734
9	2025-01-03 04:00:00	3.96	25.35	608
40	2025-01-01 10:00:00	3.46	24.38	502
35	2025-01-06 11:00:00	3.67	26.96	306
73	2025-01-09 21:00:00	3.81	25.31	728
25	2025-01-11 20:00:00	3.64	25.75	687
73	2025-01-07 00:00:00	3.06	25.99	527
93	2025-01-01 17:00:00	3.74	26.21	276
30	2025-01-03 21:00:00	3.31	24.61	678
79	2025-01-09 18:00:00	3.62	23.56	212
6	2025-01-11 18:00:00	3.28	24.31	347
39	2025-01-09 16:00:00	3.8	23.76	990
65	2025-01-06 09:00:00	3.43	24.62	249
19	2025-01-09 02:00:00	3.0	22.06	409
40	2025-01-04 21:00:00	3.79	22.72	721
21	2025-01-07 20:00:00	3.74	24.92	517
76	2025-01-02 07:00:00	3.84	26.94	676
95	2025-01-02 14:00:00	3.69	23.7	879
37	2025-01-04 09:00:00	3.35	26.55	280
2	2025-01-11 02:00:00	3.64	26.55	412
26	2025-01-07 11:00:00	3.66	27.07	288
87	2025-01-04 12:00:00	3.48	26.02	631
60	2025-01-07 19:00:00	3.81	26.49	883
19	2025-01-04 09:00:00	3.24	22.45	497
89	2025-01-01 23:00:00	3.69	23.85	821
47	2025-01-10 16:00:00	3.09	22.74	851
34	2025-01-05 01:00:00	3.26	24.25	892
54	2025-01-07 04:00:00	3.3	24.19	432
11	2025-01-07 13:00:00	3.5	23.51	
38	2025-01-11 17:00:00	3.93	22.23	784
28	2025-01-04 23:00:00	3.92	22.85	989
35	2025-01-08 02:00:00	3.17	22.06	485
49	2025-01-05 21:00:00	3.75	24.48	707
55	2025-01-10 16:00:00	3.72	26.6	749
52	2025-01-06 14:00:00	3.01	23.54	365
75	2025-01-09 09:00:00	3.69	26.0	436
13	2025-01-08 02:00:00	3.81	23.84	
30	2025-01-11 12:00:00	3.26	27.67	859
83	2025-01-09 17:00:00	3.29	22.37	771
65	2025-01-01 13:00:00	3.62	23.59	550
70	2025-01-05 00:00:00	3.4	23.87	597
69	2025-01-07 05:00:00	3.4	27.19	217
15	2025-01-06 19:00:00	3.2	24.81	678
52	2025-01-08 23:00:00	3.37	22.63	358
61	2025-01-10 15:00:00	3.02	23.04	471
91	2025-01-05 02:00:00	3.75	27.79	983
18	2025-01-01 02:00:00	3.73	25.97	830
100	2025-01-01 03:00:00	3.5	24.77	393
38	2025-01-09 08:00:00	3.12	24.99	641
85	2025-01-03 02:00:00	3.23	22.69	696
45	2025-01-08 04:00:00	3.64	26.32	677
13	2025-01-01 21:00:00	3.78	22.24	841
82	2025-01-05 02:00:00	3.39	25.02	529
10	2025-01-06 06:00:00	3.63	25.53	337
20	2025-01-06 10:00:00	3.29	24.69	255
99	2025-01-10 13:00:00	3.02	27.47	983
9	2025-01-07 08:00:00	3.57	24.49	652
83	2025-01-02 18:00:00	3.27	27.74	651
93	2025-01-01 20:00:00	3.57	22.14	
51	2025-01-08 08:00:00	3.83	23.79	859
62	2025-01-02 22:00:00	3.69	23.69	259
16	2025-01-07 02:00:00	3.73	25.76	758
14	2025-01-04 08:00:00	3.4	24.64	864
34	2025-01-02 14:00:00	3.2	24.95	515
6	2025-01-03 18:00:00	3.36	26.67	985
64	2025-01-04 16:00:00	3.06	26.69	287
27	2025-01-07 19:00:00	3.55	22.37	611
12	2025-01-07 22:00:00	3.55	25.93	641
90	2025-01-01 01:00:00	3.75	27.01	584
63	2025-01-04 07:00:00	3.85	23.94	491
49	2025-01-02 08:00:00	3.15	25.18	647
1	2025-01-11 00:00:00	3.48	27.16	773
54	2025-01-08 22:00:00	3.54	27.87	992
42	2025-01-02 17:00:00	3.31	27.96	979
6	2025-01-04 04:00:00	3.82	24.15	682
100	2025-01-05 14:00:00	3.95	23.62	994
36	2025-01-06 10:00:00	3.41	22.4	947
19	2025-01-08 03:00:00	3.67	26.04	322
66	2025-01-02 12:00:00	3.58	22.97	223
66	2025-01-05 19:00:00	3.8	25.53	630
10	2025-01-08 12:00:00	3.57	22.8	756
21	2025-01-05 13:00:00	3.3	26.32	441
17	2025-01-03 03:00:00	3.36	27.52	501
12	2025-01-11 19:00:00	3.56	26.53	895
24	2025-01-11 12:00:00	3.23	25.17	
25	2025-01-04 17:00:00	3.06	23.3	999
8	2025-01-06 17:00:00	3.81	23.75	601
23	2025-01-10 17:00:00	3.86	27.88	738
59	2025-01-04 23:00:00	3.96	22.98	997
86	2025-01-11 22:00:00	3.39	26.98	457
12	2025-01-11 07:00:00	3.89	26.47	
83	2025-01-08 15:00:00	3.99	26.62	671
47	2025-01-11 15:00:00	3.23	25.97	666
59	2025-01-03 03:00:00	3.66	25.8	646
34	2025-01-02 11:00:00	3.7	24.59	557
10	2025-01-03 12:00:00	3.83	23.58	347
73	2025-01-09 07:00:00	3.02	24.95	222
6	2025-01-01 11:00:00	3.97	26.26	892
21	2025-01-03 09:00:00	3.54	27.63	566
93	2025-01-02 23:00:00	3.53	27.18	465
18	2025-01-07 15:00:00	3.67	25.22	225
48	2025-01-10 10:00:00	3.4	24.23	
68	2025-01-10 18:00:00	3.06	26.3	749
75	2025-01-02 02:00:00	3.59	24.23	
98	2025-01-09 02:00:00	3.88	26.67	873
9	2025-01-08 06:00:00	3.82	22.89	501
58	2025-01-06 00:00:00	3.02	24.84	593
20	2025-01-10 20:00:00	3.54	27.03	666
48	2025-01-06 04:00:00	3.71	26.02	993
12	2025-01-04 10:00:00	3.62	26.6	819
24	2025-01-09 11:00:00	3.57	22.96	559
66	2025-01-02 19:00:00	3.71	23.52	
7	2025-01-09 20:00:00	3.75	27.74	395
60	2025-01-01 08:00:00	3.84	27.63	344
20	2025-01-09 21:00:00	3.78	24.33	262
